state,data_source,has_placer_data,match_score,match_type,match_details,regulator_name,regulator_address,regulator_city,regulator_zip,regulator_county,placer_name,placer_address,placer_city,placer_zip,latitude,longitude,visits,sq_ft,visits_per_sq_ft,chain_name,chain_id,dispensary_id,census_state_fips,census_county_fips,census_tract_fips,census_geoid,census_tract_name,total_population,median_age,median_household_income,per_capita_income,total_pop_25_plus,bachelors_degree,masters_degree,professional_degree,doctorate_degree,pop_1mi,pop_3mi,pop_5mi,pop_10mi,pop_20mi,pct_bachelor_plus,population_density,census_tract_error,census_data_complete,census_api_error,census_collection_date,state_abbr,opening_date,operational_date,product_available,applicant_name,permit_number,region,license_type,tract_area_sqm
FL,regulator_with_placer,True,80.2,fuzzy,addr:92|city:100|zip:0,Trulieve,749 3rd Street NW,Winter Haven,33881,Polk,Trulieve,749 3rd St SW,Winter Haven,33880.0,28.013912200927734,-81.73155975341797,86519.0,4383.638853870599,19.736799240112305,Trulieve,600018e779364106f1345643,FL_0126,12.0,105.0,13901.0,12105013901.0,139.01,2856.0,30.1,47866.0,25145.0,1764.0,132.0,31.0,0.0,0.0,7951.446494990496,49280.84599346821,104406.8397174538,229152.90780305336,745941.211098859,9.240362811791384,3377.402802694111,False,True,False,2025-10-23,FL,,,,,,,,2190146.144871883
FL,regulator_with_placer,True,93.4,fuzzy,addr:89|city:100|zip:100,Ayr Cannabis Dispensary,1321 SE 47th Terrace,Cape Coral,33904,Lee,AYR Cannabis Dispensary Cape Coral,1321 Se 47th Ter,Cape Coral,33904.0,26.563980102539062,-81.94790649414062,86281.0,7641.098968717267,11.29170036315918,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0127,12.0,71.0,10602.0,12071010602.0,106.02,2862.0,53.2,45956.0,30239.0,2253.0,339.0,58.0,26.0,70.0,6823.299077608361,56540.42662315,167454.97602285058,413787.60914554715,747971.3410059542,21.881935197514423,3065.7834292522984,False,True,False,2025-10-23,FL,,,,,,,,2417830.8178173616
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Surterra Wellness,1639 Village Square Boulevard,Tallahassee,32309,Leon,Surterra Wellness,1639 Village Square Blvd,Tallahassee,32309.0,30.50648307800293,-84.2465591430664,85757.0,7792.265824656122,11.005399703979492,Surterra Wellness,60a3920e6b7a694c7c956ec3,FL_0128,12.0,73.0,2410.0,12073002410.0,24.1,7537.0,36.5,86795.0,44007.0,5013.0,1799.0,864.0,196.0,290.0,5208.014871212965,39477.28834039632,106372.629717738,269824.1573569312,328736.70216532436,62.816676640734094,3147.2420615678184,False,True,False,2025-10-23,FL,,,,,,,,6202490.680451704
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,6586 N US Hwy 41,Apollo Beach,33572,Hillsborough,Trulieve,6586 N U.S. Hwy 41,Apollo Beach,33572.0,27.773611068725582,-82.38981628417969,85757.0,4957.997904824329,17.29669952392578,Trulieve,600018e779364106f1345643,FL_0129,12.0,57.0,14106.0,12057014106.0,141.06,3706.0,44.1,78939.0,39801.0,2687.0,280.0,303.0,91.0,13.0,5178.875611230539,39304.820179778675,105314.64639655776,295358.03654993454,1419779.726044061,25.5675474506885,1629.6599257257,False,True,False,2025-10-23,FL,,,,,,,,5889876.394748872
FL,regulator_with_placer,True,99.2,exact,addr:100|city:97|zip:100,Ayr Cannabis Dispensary,2198 A1A S,St. Augustine Beach,32080,St. Johns,AYR Cannabis Dispensary,2198 A1A S,St Augustine Beach,32080.0,29.85583877563477,-81.27973937988281,85261.0,6073.802150171209,14.037500381469728,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0130,12.0,109.0,21409.0,12109021409.0,214.09,3103.0,52.1,109420.0,69666.0,2467.0,799.0,188.0,106.0,85.0,3978.133779521619,23306.674100500182,55746.85464880319,95520.47745356488,214615.43050558097,47.75030401297122,2582.055627481878,False,True,False,2025-10-23,FL,,,,,,,,3112532.7736791386
FL,regulator_with_placer,True,95.8,fuzzy,addr:93|city:100|zip:100,Trulieve,3271 Gulf Breeze Parkway,Gulf Breeze,32563,Santa Rosa,Trulieve,3271 Gulf Breeze Pkwy,Gulf Breeze,32563.0,30.38631820678711,-87.08744812011719,85126.0,3267.266028223917,26.05419921875,Trulieve,600018e779364106f1345643,FL_0131,12.0,113.0,10813.0,12113010813.0,108.13,6176.0,42.6,85000.0,42844.0,4490.0,1172.0,495.0,81.0,201.0,3290.084206022663,18062.48026720483,27307.128214869448,112091.37566562228,448763.7779332164,43.40757238307349,1144.364957205882,False,True,False,2025-10-23,FL,,,,,,,,13977853.644746143
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Ayr Cannabis Dispensary,421 Mary Esther Boulevard,Mary Esther,32569,Okaloosa,AYR Cannabis Dispensary,421 Mary Esther Blvd,Mary Esther,32569.0,30.418445587158203,-86.6525650024414,84733.0,4828.228858801312,17.54949951171875,Ayr Wellness,61aca58b2812db3a0e8bd64e,FL_0132,12.0,91.0,22900.0,12091022900.0,229.0,3998.0,38.7,74192.0,40695.0,3011.0,526.0,226.0,63.0,25.0,8583.758250825193,45744.25011827361,67704.61425066149,98582.6828760946,206263.98601158013,27.89770840252408,1756.579967495651,False,True,False,2025-10-23,FL,,,,,,,,5894848.065905452
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Trulieve,2794 Gulf to Bay Boulevard,Clearwater,33759,Pinellas,Trulieve,2794 Gulf To Bay Blvd,Clearwater,33759.0,27.961231231689453,-82.72175598144531,84533.0,5755.634126722127,14.687000274658203,Trulieve,600018e779364106f1345643,FL_0133,12.0,103.0,26819.0,12103026819.0,268.19,2575.0,52.5,61500.0,39959.0,2102.0,487.0,76.0,38.0,14.0,9309.507922611172,77572.45192286206,229162.82881125185,670672.3311843354,1789409.8529526345,29.257849666983827,3982.529702475297,False,True,False,2025-10-23,FL,,,,,,,,1674618.797156697
FL,regulator_with_placer,True,100.0,exact,addr:100|city:100|zip:100,Surterra Wellness,2573 S Ferdon Boulevard,Crestview,32539,Okaloosa,Surterra Wellness,2573 S Ferdon Blvd,Crestview,32539.0,30.733129501342773,-86.56578063964844,84155.0,3498.2083088901586,24.05660057067871,Surterra Wellness,60a3920e6b7a694c7c956ec3,FL_0134,12.0,91.0,20702.0,12091020702.0,207.02,8122.0,36.7,89535.0,34581.0,5501.0,1194.0,564.0,0.0,0.0,2729.9559755762803,24941.879705515752,42652.139438407,61859.24244582984,143886.28588769177,31.957825849845484,1284.8032684029736,False,True,False,2025-10-23,FL,,,,,,,,16372843.261947691
FL,regulator_with_placer,True,80.0,exact,addr:100|city:20|zip:100,Trulieve,4660 Hypoluxo Road,Greenacres,33463,Palm Beach,Trulieve,4660 Hypoluxo Rd,Lake Worth,33463.0,26.57133102416992,-80.11649322509766,83863.0,6603.177669406078,12.700400352478027,Trulieve,600018e779364106f1345643,FL_0135,12.0,99.0,5918.0,12099005918.0,59.18,5660.0,42.4,112443.0,49264.0,3796.0,1063.0,342.0,104.0,204.0,15901.01712233431,134984.45430517496,354910.9419811607,758795.8704517082,1497394.5566091554,45.12644889357218,2675.6688777971385,False,True,False,2025-10-23,FL,,,,,,,,5478754.191762673
