USPS	GEOID	ALAND	AWATER	ALAND_SQMI	AWATER_SQMI	INTPTLAT	INTPTLONG                                                                                                                             
FL	12071040206	20464780	759946	7.901	0.293	26.6719999	-81.6998186                                                                                                                                       
FL	12071040207	9388417	144953	3.625	0.056	26.6190095	-81.590085                                                                                                                                         
FL	12071040208	20291130	58199	7.834	0.022	26.6818232	-81.6260312                                                                                                                                        
FL	12071040209	26613236	163529	10.275	0.063	26.6601515	-81.5798871                                                                                                                                      
FL	12071040210	16391284	780470	6.329	0.301	26.6562998	-81.6290686                                                                                                                                       
FL	12071040211	10686740	36234	4.126	0.014	26.6267116	-81.6116077                                                                                                                                        
FL	12071040212	14408775	365276	5.563	0.141	26.6300522	-81.647214                                                                                                                                        
FL	12071040301	9613858	8322	3.712	0.003	26.6044945	-81.6960586                                                                                                                                          
FL	12071040302	6649396	18974	2.567	0.007	26.5826338	-81.6927695                                                                                                                                         
FL	12071040303	9855245	26867	3.805	0.01	26.5884722	-81.6703271                                                                                                                                          
FL	12071040304	5688296	226157	2.196	0.087	26.5958425	-81.6588133                                                                                                                                        
FL	12071040305	2815542	47908	1.087	0.018	26.6085033	-81.6377055                                                                                                                                         
FL	12071040308	17093306	127435	6.6	0.049	26.543283	-81.5828961                                                                                                                                          
FL	12071040310	8669323	687000	3.347	0.265	26.5620665	-81.643667                                                                                                                                         
FL	12071040311	6508715	135751	2.513	0.052	26.5802908	-81.6357353                                                                                                                                        
FL	12071040312	6855710	61481	2.647	0.024	26.5439892	-81.617332                                                                                                                                          
FL	12071040313	4025840	71431	1.554	0.028	26.5834345	-81.5999268                                                                                                                                         
FL	12071040314	13023710	109240	5.028	0.042	26.5825476	-81.5824215                                                                                                                                       
FL	12071040315	6829389	135436	2.637	0.052	26.5799895	-81.6152503                                                                                                                                        
FL	12071040316	3659074	96823	1.413	0.037	26.5970132	-81.6274986                                                                                                                                         
FL	12071050103	4363881	78825	1.685	0.03	26.4542731	-81.8289198                                                                                                                                          
FL	12071050104	10630679	6261325	4.105	2.418	26.4426588	-81.8498128                                                                                                                                      
FL	12071050105	7746533	421742	2.991	0.163	26.5028479	-81.86479                                                                                                                                          
FL	12071050106	10677822	1567497	4.123	0.605	26.4822098	-81.8614703                                                                                                                                      
FL	12071050204	2681191	24677	1.035	0.01	26.4827123	-81.7985701                                                                                                                                          
FL	12071050205	3084428	473769	1.191	0.183	26.4780443	-81.8340274                                                                                                                                        
FL	12071050206	1736043	13687	0.67	0.005	26.4758846	-81.8133796                                                                                                                                          
FL	12071050207	2949262	191732	1.139	0.074	26.4562291	-81.8088564                                                                                                                                        
FL	12071050208	3724409	90270	1.438	0.035	26.4835888	-81.8178562                                                                                                                                         
FL	12071050210	3507551	118244	1.354	0.046	26.437161	-81.7945735                                                                                                                                         
FL	12071050211	2026938	43623	0.783	0.017	26.4456897	-81.8018529                                                                                                                                         
FL	12071050212	2450967	57532	0.946	0.022	26.4666053	-81.8164526                                                                                                                                         
FL	12071050213	3422987	95389	1.322	0.037	26.4612445	-81.7958708                                                                                                                                         
FL	12071050305	9962126	4134529	3.846	1.596	26.3613812	-81.8319358                                                                                                                                       
FL	12071050306	4842214	196660	1.87	0.076	26.426885	-81.7938538                                                                                                                                          
FL	12071050311	12819667	1200643	4.95	0.464	26.4307083	-81.7480748                                                                                                                                       
FL	12071050312	154637420	3236809	59.706	1.25	26.3885996	-81.7066607                                                                                                                                     
FL	12071050315	4232674	0	1.634	0.	26.4046267	-81.7786564                                                                                                                                                
FL	12071050316	7469161	85341	2.884	0.033	26.4087038	-81.799808                                                                                                                                          
FL	12071050317	4087516	118545	1.578	0.046	26.3539683	-81.801712                                                                                                                                         
FL	12071050318	11273975	150786	4.353	0.058	26.3742848	-81.7888832                                                                                                                                       
FL	12071050319	10358301	4648975	3.999	1.795	26.4236943	-81.841151                                                                                                                                       
FL	12071050320	5984180	135646	2.311	0.052	26.4225085	-81.8200808                                                                                                                                        
FL	12071050321	4337606	2074797	1.675	0.801	26.3873165	-81.8378924                                                                                                                                       
FL	12071050322	4819090	502255	1.861	0.194	26.3753182	-81.8159164                                                                                                                                        
FL	12071050323	2188749	0	0.845	0.	26.3250607	-81.6646982                                                                                                                                                
FL	12071050324	5795988	969810	2.238	0.374	26.3251086	-81.7242014                                                                                                                                        
FL	12071050325	5150986	526344	1.989	0.203	26.3246837	-81.6888134                                                                                                                                        
FL	12071050401	4053444	236765	1.565	0.091	26.3487638	-81.7839078                                                                                                                                        
FL	12071050402	4077674	138454	1.574	0.053	26.355118	-81.7689102                                                                                                                                         
FL	12071050501	2557471	34148	0.987	0.013	26.3380303	-81.7587598                                                                                                                                         
FL	12071050502	7027068	374882	2.713	0.145	26.3220048	-81.7761856                                                                                                                                        
FL	12071050601	4147357	623799	1.601	0.241	26.3286577	-81.8185864                                                                                                                                        
FL	12071050603	2881158	118360	1.112	0.046	26.3335774	-81.7931837                                                                                                                                        
FL	12071050604	3060346	166516	1.182	0.064	26.3215119	-81.796464                                                                                                                                         
FL	12071060101	1046647	1349598	0.404	0.521	26.4625807	-81.9485694                                                                                                                                       
FL	12071060102	2633986	3669388	1.017	1.417	26.4530768	-81.9498863                                                                                                                                       
FL	12071060201	1517723	1785603	0.586	0.689	26.4135117	-81.9018776                                                                                                                                       
FL	12071060202	1758819	1348932	0.679	0.521	26.4130263	-81.8874203                                                                                                                                       
FL	12071060203	1414771	3725092	0.546	1.438	26.421428	-81.8990601                                                                                                                                        
FL	12071060300	6539962	12425395	2.525	4.797	26.3902668	-81.8654138                                                                                                                                      
FL	12071070101	23500713	59740064	9.074	23.066	26.6318488	-82.1641581                                                                                                                                    
FL	12071070102	28997095	17007354	11.196	6.567	26.6570369	-82.1156105                                                                                                                                    
FL	12071070201	9362063	23835564	3.615	9.203	26.497769	-82.0783551                                                                                                                                       
FL	12071070202	43152435	68298901	16.661	26.37	26.5425824	-82.1019765                                                                                                                                    
FL	12071080100	18890059	74203316	7.293	28.65	26.6042723	-82.2180194                                                                                                                                     
FL	12071080202	8081469	5203059	3.12	2.009	26.435177	-82.0539675                                                                                                                                         
FL	12071080203	8741134	1791732	3.375	0.692	26.434843	-82.1105363                                                                                                                                        
FL	12071080204	25199409	42094976	9.73	16.253	26.4604768	-82.1003806                                                                                                                                     
FL	12071080300	1606965	2961273	0.62	1.143	26.6512146	-81.872383                                                                                                                                         
FL	12071090100	5759959	20834491	2.224	8.044	26.7481663	-82.2579155                                                                                                                                      
FL	12071980000	23901274	1964055	9.228	0.758	26.5292922	-81.7514137                                                                                                                                      
FL	12071990000	0	1328786579	0.	513.047	26.5361549	-82.2117072                                                                                                                                           
FL	12073000200	4521758	14283	1.746	0.006	30.4462737	-84.2737061                                                                                                                                         
FL	12073000301	2699852	24671	1.042	0.01	30.4251786	-84.2722887                                                                                                                                          
FL	12073000302	3676999	38602	1.42	0.015	30.4188397	-84.2567218                                                                                                                                          
FL	12073000303	2212261	56307	0.854	0.022	30.4153823	-84.2397063                                                                                                                                         
FL	12073000400	1792119	1967	0.692	0.001	30.4283619	-84.2846703                                                                                                                                          
FL	12073000501	265577	0	0.103	0.	30.4358071	-84.2934504                                                                                                                                                 
FL	12073000502	825417	0	0.319	0.	30.4384196	-84.2910109                                                                                                                                                 
FL	12073000600	1366750	19632	0.528	0.008	30.4503149	-84.2919399                                                                                                                                         
FL	12073000700	1985390	48394	0.767	0.019	30.4570859	-84.2837233                                                                                                                                         
FL	12073000800	2249789	112	0.869	0.	30.4618674	-84.269205                                                                                                                                               
FL	12073000903	2862276	23077	1.105	0.009	30.4401276	-84.2523071                                                                                                                                         
FL	12073000904	2682418	3301	1.036	0.001	30.442839	-84.2393365                                                                                                                                           
FL	12073000905	2223072	8698	0.858	0.003	30.4285011	-84.2347477                                                                                                                                          
FL	12073000906	3027314	36032	1.169	0.014	30.4663776	-84.2474198                                                                                                                                         
FL	12073000907	5171028	25602	1.997	0.01	30.456234	-84.2446361                                                                                                                                           
FL	12073001001	1592894	1067	0.615	0.	30.4155875	-84.2733463                                                                                                                                             
FL	12073001002	1525785	0	0.589	0.	30.408919	-84.2737275                                                                                                                                                 
FL	12073001101	1982994	12629	0.766	0.005	30.4171849	-84.2923388                                                                                                                                         
FL	12073001102	3541905	93112	1.368	0.036	30.402402	-84.296265                                                                                                                                           
FL	12073001200	1298910	79491	0.502	0.031	30.4295966	-84.2972561                                                                                                                                         
FL	12073001300	1472272	476	0.568	0.	30.4431469	-84.3007363                                                                                                                                              
FL	12073001401	989846	0	0.382	0.	30.4542567	-84.302675                                                                                                                                                  
FL	12073001402	1812691	5870	0.7	0.002	30.4616925	-84.2991478                                                                                                                                            
FL	12073001500	3526052	8083	1.361	0.003	30.4709358	-84.297603                                                                                                                                           
FL	12073001601	4771681	80965	1.842	0.031	30.4792006	-84.2871376                                                                                                                                         
FL	12073001602	7508207	712117	2.899	0.275	30.4978152	-84.2924662                                                                                                                                        
FL	12073001701	5263048	20679	2.032	0.008	30.4865839	-84.2659002                                                                                                                                         
FL	12073001702	6206191	72593	2.396	0.028	30.4828109	-84.2549174                                                                                                                                         
FL	12073001801	4869456	61556	1.88	0.024	30.3885487	-84.2961229                                                                                                                                          
FL	12073001803	1312890	0	0.507	0.	30.4077655	-84.2414851                                                                                                                                                
FL	12073001804	15166827	429975	5.856	0.166	30.3892054	-84.2680061                                                                                                                                       
FL	12073001901	2953157	290143	1.14	0.112	30.4179003	-84.31047                                                                                                                                           
FL	12073001902	14088392	1107283	5.44	0.428	30.4133433	-84.337543                                                                                                                                        
FL	12073002003	5760333	37488	2.224	0.014	30.4433362	-84.3422636                                                                                                                                         
FL	12073002005	998498	2278	0.386	0.001	30.4442964	-84.3138119                                                                                                                                           
FL	12073002006	1421446	20036	0.549	0.008	30.4331578	-84.3084544                                                                                                                                         
FL	12073002007	1431952	2935	0.553	0.001	30.4363864	-84.322057                                                                                                                                           
FL	12073002008	1175643	2805	0.454	0.001	30.4447913	-84.3255327                                                                                                                                          
FL	12073002101	3027023	21224	1.169	0.008	30.4695361	-84.3325894                                                                                                                                         
FL	12073002103	1512157	24903	0.584	0.01	30.454435	-84.3204902                                                                                                                                           
FL	12073002105	2130518	3003	0.823	0.001	30.458324	-84.3327144                                                                                                                                           
FL	12073002106	1091958	8114	0.422	0.003	30.4515522	-84.3293785                                                                                                                                          
FL	12073002201	5925668	45243	2.288	0.017	30.4752883	-84.3491616                                                                                                                                         
FL	12073002205	6337655	165300	2.447	0.064	30.4858369	-84.3410129                                                                                                                                        
FL	12073002206	6575610	287120	2.539	0.111	30.5078693	-84.351411                                                                                                                                         
FL	12073002207	5459980	51766	2.108	0.02	30.4989469	-84.3156557                                                                                                                                          
FL	12073002208	6701584	4383414	2.587	1.692	30.5192289	-84.3324573                                                                                                                                       
FL	12073002302	85072907	15676688	32.847	6.053	30.5834544	-84.3144891                                                                                                                                    
FL	12073002303	21073671	546801	8.137	0.211	30.5017262	-84.3818052                                                                                                                                       
FL	12073002304	15348881	231936	5.926	0.09	30.4725653	-84.3805861                                                                                                                                        
FL	12073002403	4756108	29552	1.836	0.011	30.4938183	-84.2283877                                                                                                                                         
FL	12073002410	5990853	211636	2.313	0.082	30.5061166	-84.2233742                                                                                                                                        
FL	12073002411	46883507	13625593	18.102	5.261	30.6436073	-84.2273008                                                                                                                                    
FL	12073002413	119935419	16709791	46.307	6.452	30.6242927	-84.1603601                                                                                                                                   
FL	12073002414	5086539	341812	1.964	0.132	30.5239783	-84.208552                                                                                                                                         
FL	12073002415	4437677	94798	1.713	0.037	30.525172	-84.2309144                                                                                                                                          
FL	12073002416	16785678	1571543	6.481	0.607	30.5196434	-84.2520852                                                                                                                                      
FL	12073002418	4282508	8713	1.653	0.003	30.6073092	-84.2475464                                                                                                                                          
FL	12073002419	6621897	631197	2.557	0.244	30.5967843	-84.2335899                                                                                                                                        
FL	12073002420	3820055	367585	1.475	0.142	30.5378942	-84.1944873                                                                                                                                        
FL	12073002421	10606604	701459	4.095	0.271	30.5516583	-84.2034116                                                                                                                                       
FL	12073002422	7507068	297303	2.898	0.115	30.5826218	-84.2632761                                                                                                                                        
FL	12073002423	13227076	1412458	5.107	0.545	30.555438	-84.2242375                                                                                                                                       
FL	12073002505	11647292	1355945	4.497	0.524	30.4643787	-84.2120654                                                                                                                                      
FL	12073002507	41228448	483014	15.918	0.186	30.4537012	-84.085665                                                                                                                                       
FL	12073002509	6022605	18717	2.325	0.007	30.4311952	-84.2177277                                                                                                                                         
FL	12073002511	10746814	195708	4.149	0.076	30.4897036	-84.2001808                                                                                                                                       
FL	12073002512	10826263	257080	4.18	0.099	30.4703394	-84.1583913                                                                                                                                        
FL	12073002513	17361712	328145	6.703	0.127	30.4509876	-84.1533119                                                                                                                                       
FL	12073002514	45692884	983151	17.642	0.38	30.5240223	-84.1466613                                                                                                                                       
FL	12073002515	216993763	5040001	83.782	1.946	30.5723848	-84.0619715                                                                                                                                    
FL	12073002516	10990644	321472	4.244	0.124	30.4168341	-84.1697475                                                                                                                                       
FL	12073002517	14780534	1187062	5.707	0.458	30.425327	-84.1515811                                                                                                                                       
FL	12073002603	47970339	222033	18.521	0.086	30.3287665	-84.299358                                                                                                                                       
FL	12073002604	184192026	971583	71.117	0.375	30.3256584	-84.171756                                                                                                                                      
FL	12073002605	35389947	544248	13.664	0.21	30.39005	-84.1810353                                                                                                                                         
FL	12073002606	37958857	467419	14.656	0.18	30.3976984	-84.1209269                                                                                                                                       
FL	12073002701	133171337	2960416	51.418	1.143	30.3672705	-84.3848623                                                                                                                                    
FL	12073002702	367819243	10282850	142.016	3.97	30.3887591	-84.5489241                                                                                                                                   
FL	12075970101	105953812	1715001	40.909	0.662	29.449	-82.4782593                                                                                                                                        
FL	12075970103	211426595	14951691	81.632	5.773	29.4604518	-82.6662464                                                                                                                                   
FL	12075970104	99158239	2611646	38.285	1.008	29.4830252	-82.5876071                                                                                                                                     
FL	12075970200	314721108	2351604	121.515	0.908	29.4413903	-82.8085416                                                                                                                                   
FL	12075970301	277772893	2297879	107.249	0.887	29.3334902	-82.9629591                                                                                                                                   
FL	12075970303	143789221	2997248	55.517	1.157	29.4924492	-82.9329008                                                                                                                                    
FL	12075970304	53288862	0	20.575	0.	29.5628831	-82.8695564                                                                                                                                              
FL	12075970400	1076396985	156566612	415.599	60.451	29.2238059	-82.8259269                                                                                                                               
FL	12075970501	195230895	1362004	75.379	0.526	29.2804898	-82.4892724                                                                                                                                    
FL	12075970502	127345878	693942	49.169	0.268	29.3263116	-82.5647398                                                                                                                                     
FL	12075970600	49212211	69838	19.001	0.027	29.3698418	-82.4369828                                                                                                                                       
FL	12075970700	241886422	29176421	93.393	11.265	29.102041	-82.6469617                                                                                                                                   
FL	12075990000	0	1009578471	0.	389.8	29.0612853	-82.9157125                                                                                                                                             
FL	12077950100	1265124411	3934968	488.467	1.519	30.1920403	-84.8085808                                                                                                                                  
FL	12077950201	672615173	12724571	259.698	4.913	30.2093963	-85.0087287                                                                                                                                  
FL	12077950202	222704182	2922905	85.987	1.129	30.5072602	-84.9311841                                                                                                                                    
FL	12077980000	3655328	0	1.411	0.	30.4625674	-84.8580729                                                                                                                                                
FL	12079110100	292801115	6156750	113.051	2.377	30.5851161	-83.3844251                                                                                                                                   
FL	12079110200	685316072	34330013	264.602	13.255	30.4547445	-83.5777694                                                                                                                                 
FL	12079110301	74954883	1301011	28.94	0.502	30.5052788	-83.390869                                                                                                                                       
FL	12079110302	69664335	1413792	26.898	0.546	30.431354	-83.4152352                                                                                                                                      
FL	12079110400	681265078	6432480	263.038	2.484	30.34943	-83.3532607                                                                                                                                     
FL	12081000101	1420896	1192808	0.549	0.461	27.4982458	-82.5726649                                                                                                                                       
FL	12081000103	1961246	0	0.757	0.	27.484471	-82.5691942                                                                                                                                                 
FL	12081000105	2674361	0	1.033	0.	27.4697264	-82.5671775                                                                                                                                                
FL	12081000106	2178436	0	0.841	0.	27.4711518	-82.5543469                                                                                                                                                
FL	12081000201	1989118	0	0.768	0.	27.4549981	-82.5691512                                                                                                                                                
FL	12081000203	1848115	0	0.714	0.	27.4547226	-82.5493322                                                                                                                                                
FL	12081000204	1257897	0	0.486	0.	27.4548986	-82.5589984                                                                                                                                                
FL	12081000304	1455684	211714	0.562	0.082	27.4467995	-82.5676598                                                                                                                                        
FL	12081000305	2984565	0	1.152	0.	27.4378501	-82.5500584                                                                                                                                                
FL	12081000307	1650165	0	0.637	0.	27.4440731	-82.5856023                                                                                                                                                
FL	12081000309	1551944	95692	0.599	0.037	27.454516	-82.589839                                                                                                                                           
FL	12081000310	1621955	0	0.626	0.	27.4541015	-82.5808243                                                                                                                                                
FL	12081000311	1126040	0	0.435	0.	27.4378318	-82.5851352                                                                                                                                                
FL	12081000312	979364	0	0.378	0.	27.4331508	-82.5869027                                                                                                                                                 
FL	12081000313	728268	0	0.281	0.	27.4342891	-82.5621997                                                                                                                                                 
FL	12081000314	1239821	6776	0.479	0.003	27.4356873	-82.5693088                                                                                                                                          
FL	12081000403	1820153	2834917	0.703	1.095	27.4812573	-82.6437554                                                                                                                                       
FL	12081000405	2628650	6239	1.015	0.002	27.4885633	-82.6142293                                                                                                                                          
FL	12081000406	3339077	30448	1.289	0.012	27.4721472	-82.611134                                                                                                                                          
FL	12081000407	3095949	0	1.195	0.	27.4873457	-82.6283587                                                                                                                                                
FL	12081000409	1428151	0	0.551	0.	27.4673914	-82.6307254                                                                                                                                                
FL	12081000410	1465131	0	0.566	0.	27.4738156	-82.6271341                                                                                                                                                
FL	12081000501	1964416	0	0.758	0.	27.4901903	-82.5957303                                                                                                                                                
FL	12081000503	1941298	6195	0.75	0.002	27.4783626	-82.5986237                                                                                                                                           
FL	12081000504	2033167	0	0.785	0.	27.4690943	-82.5939764                                                                                                                                                
FL	12081000601	1315054	8294	0.508	0.003	27.489888	-82.5819701                                                                                                                                           
FL	12081000603	1494103	0	0.577	0.	27.4790478	-82.5815144                                                                                                                                                
FL	12081000604	1438238	59262	0.555	0.023	27.4684568	-82.5842876                                                                                                                                         
FL	12081000703	3682326	1684615	1.422	0.65	27.4934467	-82.551983                                                                                                                                         
FL	12081000704	2472062	983825	0.954	0.38	27.4969426	-82.535106                                                                                                                                          
FL	12081000705	5762085	1592113	2.225	0.615	27.4842014	-82.5249095                                                                                                                                       
FL	12081000804	7073015	607263	2.731	0.234	27.4540931	-82.4985585                                                                                                                                        
FL	12081000805	17363834	101614	6.704	0.039	27.4195806	-82.5288643                                                                                                                                       
FL	12081000808	6855531	33052	2.647	0.013	27.4134252	-82.5017383                                                                                                                                         
FL	12081000809	4724322	0	1.824	0.	27.396738	-82.4999956                                                                                                                                                 
FL	12081000810	10652079	226396	4.113	0.087	27.4047067	-82.4720708                                                                                                                                       
FL	12081000811	3866854	0	1.493	0.	27.4606346	-82.538818                                                                                                                                                 
FL	12081000812	5893871	120809	2.276	0.047	27.4638535	-82.5246705                                                                                                                                        
FL	12081000813	2847416	6970	1.099	0.003	27.4321293	-82.5080494                                                                                                                                          
FL	12081000814	4104031	401507	1.585	0.155	27.4356076	-82.4944624                                                                                                                                        
FL	12081000901	3692271	1537586	1.426	0.594	27.4161096	-82.5723354                                                                                                                                       
FL	12081000902	9880013	4133342	3.815	1.596	27.3983776	-82.5526318                                                                                                                                       
FL	12081001001	1394284	1194673	0.538	0.461	27.42135	-82.5927285                                                                                                                                         
FL	12081001002	1662905	474176	0.642	0.183	27.420736	-82.5821278                                                                                                                                         
FL	12081001104	11986562	19771669	4.628	7.634	27.4263618	-82.6211401                                                                                                                                     
FL	12081001105	1987721	266415	0.767	0.103	27.4542933	-82.602307                                                                                                                                         
FL	12081001106	4307217	0	1.663	0.	27.4557227	-82.6230164                                                                                                                                                
FL	12081001107	4382635	4513064	1.692	1.743	27.4680948	-82.6593308                                                                                                                                       
FL	12081001108	2314978	3019353	0.894	1.166	27.4582572	-82.6668227                                                                                                                                       
FL	12081001202	3568170	2492028	1.378	0.962	27.5025547	-82.6023308                                                                                                                                       
